date,name,value,description
2020-11-01,pizza - Omitted due to Privacy Reasons,-36.69,pizza - Omitted due to Privacy Reasons
2020-10-31,Hema - Omitted due to Privacy Reasons,-0.8,Hema - Omitted due to Privacy Reasons
2020-10-31,Boni - Omitted due to Privacy Reasons,-15.94,Boni - Omitted due to Privacy Reasons
2020-10-29,Kiosk - Omitted due to Privacy Reasons,-2.25,Kiosk - Omitted due to Privacy Reasons
2020-10-29,Sanifair - Omitted due to Privacy Reasons,-0.76,Sanifair - Omitted due to Privacy Reasons
2020-10-29,,-15.6,
2020-10-29,Boni - Omitted due to Privacy Reasons,-6.31,Boni - Omitted due to Privacy Reasons
2020-10-29,AnderZorg NV - Omitted due to Privacy Reasons,-88.08,AnderZorg NV - Omitted due to Privacy Reasons
2020-10-28,Boni - Omitted due to Privacy Reasons,-10.92,Boni - Omitted due to Privacy Reasons
2020-10-28,NS GROEP - Omitted due to Privacy Reasons,-67.05,NS GROEP - Omitted due to Privacy Reasons
2020-10-28,Wereld Natuur Fonds - Omitted due to Privacy Reasons,-189.62,Wereld Natuur Fonds - Omitted due to Privacy Reasons
2020-10-28,Wereld Natuur Fonds - Omitted due to Privacy Reasons,-19.33,Wereld Natuur Fonds - Omitted due to Privacy Reasons
2020-10-26,,-0.95,
2020-10-26,Albert Heijn - Omitted due to Privacy Reasons,-3.96,Albert Heijn - Omitted due to Privacy Reasons
2020-10-26,cafe - Omitted due to Privacy Reasons,-12.74,cafe - Omitted due to Privacy Reasons
2020-10-26,Boni - Omitted due to Privacy Reasons,-2.93,Boni - Omitted due to Privacy Reasons
2020-10-25,storting ing - Omitted due to Privacy Reasons,118.76,storting ing - Omitted due to Privacy Reasons
2020-10-24,degiro - Omitted due to Privacy Reasons,-1018.0,degiro - Omitted due to Privacy Reasons
2020-10-23,betaalverzoek - Omitted due to Privacy Reasons,12.69,betaalverzoek - Omitted due to Privacy Reasons
2020-10-23,bol.com - Omitted due to Privacy Reasons,11.05,bol.com - Omitted due to Privacy Reasons
2020-10-23,betaalverzoek - Omitted due to Privacy Reasons,10.55,betaalverzoek - Omitted due to Privacy Reasons
2020-10-23,bol.com - Omitted due to Privacy Reasons,-45.47,bol.com - Omitted due to Privacy Reasons
2020-10-23,degiro - Omitted due to Privacy Reasons,-0.01,degiro - Omitted due to Privacy Reasons
2020-10-23,spaarrekening - Omitted due to Privacy Reasons,-522.62,spaarrekening - Omitted due to Privacy Reasons
2020-10-23,pggm - Omitted due to Privacy Reasons,2111.47,pggm - Omitted due to Privacy Reasons
2020-10-23,Boni - Omitted due to Privacy Reasons,-19.75,Boni - Omitted due to Privacy Reasons
2020-10-23,Spotify - Omitted due to Privacy Reasons,-3.93,Spotify - Omitted due to Privacy Reasons
2020-10-22,Boni - Omitted due to Privacy Reasons,-5.06,Boni - Omitted due to Privacy Reasons
2020-10-20,Boni - Omitted due to Privacy Reasons,-9.48,Boni - Omitted due to Privacy Reasons
2020-10-19,KPN - Omitted due to Privacy Reasons,-5.39,KPN - Omitted due to Privacy Reasons
2020-10-19,Belsimpel - Omitted due to Privacy Reasons,-420.68,Belsimpel - Omitted due to Privacy Reasons
2020-10-19,spaarrekening - Omitted due to Privacy Reasons,672.34,spaarrekening - Omitted due to Privacy Reasons
2020-10-18,,-16.26,
2020-10-17,AH to go - Omitted due to Privacy Reasons,-1.84,AH to go - Omitted due to Privacy Reasons
2020-10-17,AH to go - Omitted due to Privacy Reasons,-2.01,AH to go - Omitted due to Privacy Reasons
2020-10-16,HMSHost - Omitted due to Privacy Reasons,-6.48,HMSHost - Omitted due to Privacy Reasons
2020-10-16,Boni - Omitted due to Privacy Reasons,-7.92,Boni - Omitted due to Privacy Reasons
2020-10-15,amazon - Omitted due to Privacy Reasons,-5.39,amazon - Omitted due to Privacy Reasons
2020-10-14,thuisbezorgd - Omitted due to Privacy Reasons,-27.8,thuisbezorgd - Omitted due to Privacy Reasons
2020-10-14,Boni - Omitted due to Privacy Reasons,-9.24,Boni - Omitted due to Privacy Reasons
2020-10-14,UNIGARANT - Omitted due to Privacy Reasons,-6.52,UNIGARANT - Omitted due to Privacy Reasons
2020-10-13,AH to go - Omitted due to Privacy Reasons,-1.69,AH to go - Omitted due to Privacy Reasons
2020-10-13,Netflix - Omitted due to Privacy Reasons,-13.05,Netflix - Omitted due to Privacy Reasons
2020-10-12,Netflix - Omitted due to Privacy Reasons,5.03,Netflix - Omitted due to Privacy Reasons
2020-10-12,Netflix - Omitted due to Privacy Reasons,4.51,Netflix - Omitted due to Privacy Reasons
2020-10-12,restaurant - Omitted due to Privacy Reasons,-21.77,restaurant - Omitted due to Privacy Reasons
2020-10-11,,-33.11,
2020-10-11,A. Geworgjan - Omitted due to Privacy Reasons,-423.21,A. Geworgjan - Omitted due to Privacy Reasons
2020-10-10,AH to go - Omitted due to Privacy Reasons,-1.72,AH to go - Omitted due to Privacy Reasons
2020-10-10,spaarrekening - Omitted due to Privacy Reasons,460.16,spaarrekening - Omitted due to Privacy Reasons
2020-10-09,Boni - Omitted due to Privacy Reasons,-10.09,Boni - Omitted due to Privacy Reasons
2020-10-09,McD - Omitted due to Privacy Reasons,-2.81,McD - Omitted due to Privacy Reasons
2020-10-09,OranjePakket - Omitted due to Privacy Reasons,-1.83,OranjePakket - Omitted due to Privacy Reasons
2020-10-08,eten - Omitted due to Privacy Reasons,-19.21,eten - Omitted due to Privacy Reasons
2020-10-08,Boni - Omitted due to Privacy Reasons,-5.58,Boni - Omitted due to Privacy Reasons
2020-10-08,Boni - Omitted due to Privacy Reasons,-8.63,Boni - Omitted due to Privacy Reasons
2020-10-08,PayPal - Omitted due to Privacy Reasons,-36.86,PayPal - Omitted due to Privacy Reasons
2020-10-06,Boni - Omitted due to Privacy Reasons,-3.17,Boni - Omitted due to Privacy Reasons
2020-10-05,,-22.57,
2020-10-05,amazon - Omitted due to Privacy Reasons,0.01,amazon - Omitted due to Privacy Reasons
2020-10-05,creditcard - Omitted due to Privacy Reasons,-25.54,creditcard - Omitted due to Privacy Reasons
2020-10-05,,-15.37,
2020-10-05,diversmarkt - Omitted due to Privacy Reasons,-7.62,diversmarkt - Omitted due to Privacy Reasons
2020-10-05,Boni - Omitted due to Privacy Reasons,-28.38,Boni - Omitted due to Privacy Reasons
2020-10-04,betaalverzoek - Omitted due to Privacy Reasons,74.29,betaalverzoek - Omitted due to Privacy Reasons
2020-10-03,spaarrekening - Omitted due to Privacy Reasons,186.64,spaarrekening - Omitted due to Privacy Reasons
2020-10-03,,44.9,
2020-10-03,amazon - Omitted due to Privacy Reasons,-14.31,amazon - Omitted due to Privacy Reasons
2020-10-03,Boni - Omitted due to Privacy Reasons,-23.5,Boni - Omitted due to Privacy Reasons
2020-10-03,,-49.51,
2020-10-01,Boni - Omitted due to Privacy Reasons,-15.31,Boni - Omitted due to Privacy Reasons
2020-09-30,amazon - Omitted due to Privacy Reasons,-1.45,amazon - Omitted due to Privacy Reasons
2020-09-30,amazon - Omitted due to Privacy Reasons,-0.01,amazon - Omitted due to Privacy Reasons
2020-09-30,Hair App - Omitted due to Privacy Reasons,-24.36,Hair App - Omitted due to Privacy Reasons
2020-09-30,supermarkt - Omitted due to Privacy Reasons,-6.52,supermarkt - Omitted due to Privacy Reasons
2020-09-30,Boni - Omitted due to Privacy Reasons,-3.55,Boni - Omitted due to Privacy Reasons
2020-09-29,Boni - Omitted due to Privacy Reasons,-5.94,Boni - Omitted due to Privacy Reasons
2020-09-29,AnderZorg NV - Omitted due to Privacy Reasons,-86.45,AnderZorg NV - Omitted due to Privacy Reasons
2020-09-28,amazon - Omitted due to Privacy Reasons,-29.23,amazon - Omitted due to Privacy Reasons
2020-09-28,WietBetaaltWat - Omitted due to Privacy Reasons,-123.58,WietBetaaltWat - Omitted due to Privacy Reasons
2020-09-28,Boni - Omitted due to Privacy Reasons,-10.15,Boni - Omitted due to Privacy Reasons
2020-09-28,,-1.68,
2020-09-28,,-0.73,
2020-09-28,Gent - Omitted due to Privacy Reasons,-5.76,Gent - Omitted due to Privacy Reasons
2020-09-28,Gent - Omitted due to Privacy Reasons,-34.48,Gent - Omitted due to Privacy Reasons
2020-09-26,,-0.71,
2020-09-25,Albert Heijn - Omitted due to Privacy Reasons,-6.17,Albert Heijn - Omitted due to Privacy Reasons
2020-09-25,Boni - Omitted due to Privacy Reasons,-6.52,Boni - Omitted due to Privacy Reasons
2020-09-24,Boni - Omitted due to Privacy Reasons,-5.5,Boni - Omitted due to Privacy Reasons
2020-09-24,NS GROEP - Omitted due to Privacy Reasons,-25.58,NS GROEP - Omitted due to Privacy Reasons
2020-09-23,pggm - Omitted due to Privacy Reasons,2134.55,pggm - Omitted due to Privacy Reasons
2020-09-23,spaarrekening - Omitted due to Privacy Reasons,-1873.82,spaarrekening - Omitted due to Privacy Reasons
2020-09-23,Spotify - Omitted due to Privacy Reasons,-3.98,Spotify - Omitted due to Privacy Reasons
2020-09-23,Boni - Omitted due to Privacy Reasons,-7.21,Boni - Omitted due to Privacy Reasons
2020-09-21,Boni - Omitted due to Privacy Reasons,-5.93,Boni - Omitted due to Privacy Reasons
2020-09-21,Albert Heijn - Omitted due to Privacy Reasons,-1.88,Albert Heijn - Omitted due to Privacy Reasons
2020-09-21,Albert Heijn - Omitted due to Privacy Reasons,-8.13,Albert Heijn - Omitted due to Privacy Reasons
2020-09-20,betaalverzoek - Omitted due to Privacy Reasons,9.52,betaalverzoek - Omitted due to Privacy Reasons
2020-09-20,thuisbezorgd - Omitted due to Privacy Reasons,-25.5,thuisbezorgd - Omitted due to Privacy Reasons
2020-09-19,Boni - Omitted due to Privacy Reasons,-9.34,Boni - Omitted due to Privacy Reasons
2020-09-19,Albert Heijn - Omitted due to Privacy Reasons,-9.37,Albert Heijn - Omitted due to Privacy Reasons
2020-09-18,Boni - Omitted due to Privacy Reasons,-11.23,Boni - Omitted due to Privacy Reasons
2020-09-18,IKEA - Omitted due to Privacy Reasons,15.22,IKEA - Omitted due to Privacy Reasons
2020-09-18,IKEA - Omitted due to Privacy Reasons,-327.06,IKEA - Omitted due to Privacy Reasons
2020-09-18,IKEA - Omitted due to Privacy Reasons,-15.57,IKEA - Omitted due to Privacy Reasons
2020-09-18,IKEA - Omitted due to Privacy Reasons,-22.52,IKEA - Omitted due to Privacy Reasons
2020-09-18,IKEA - Omitted due to Privacy Reasons,-1.77,IKEA - Omitted due to Privacy Reasons
2020-09-16,,44.12,
2020-09-16,pizza - Omitted due to Privacy Reasons,-23.44,pizza - Omitted due to Privacy Reasons
2020-09-16,Boni - Omitted due to Privacy Reasons,-10.29,Boni - Omitted due to Privacy Reasons
2020-09-15,Boni - Omitted due to Privacy Reasons,-7.41,Boni - Omitted due to Privacy Reasons
2020-09-15,spaarrekening - Omitted due to Privacy Reasons,470.05,spaarrekening - Omitted due to Privacy Reasons
2020-09-15,Netflix - Omitted due to Privacy Reasons,-15.17,Netflix - Omitted due to Privacy Reasons
2020-09-14,Boni - Omitted due to Privacy Reasons,-8.6,Boni - Omitted due to Privacy Reasons
2020-09-14,,-8.91,
2020-09-14,Boni - Omitted due to Privacy Reasons,-10.57,Boni - Omitted due to Privacy Reasons
2020-09-14,UNIGARANT - Omitted due to Privacy Reasons,-6.01,UNIGARANT - Omitted due to Privacy Reasons
2020-09-12,,-0.68,
2020-09-12,AH to go - Omitted due to Privacy Reasons,-1.69,AH to go - Omitted due to Privacy Reasons
2020-09-12,Netflix - Omitted due to Privacy Reasons,4.48,Netflix - Omitted due to Privacy Reasons
2020-09-12,Netflix - Omitted due to Privacy Reasons,4.37,Netflix - Omitted due to Privacy Reasons
2020-09-11,Boni - Omitted due to Privacy Reasons,-0.58,Boni - Omitted due to Privacy Reasons
2020-09-10,Boni - Omitted due to Privacy Reasons,-20.16,Boni - Omitted due to Privacy Reasons
2020-09-10,spaarrekening - Omitted due to Privacy Reasons,0.14,spaarrekening - Omitted due to Privacy Reasons
2020-09-10,NS GROEP - Omitted due to Privacy Reasons,-0.01,NS GROEP - Omitted due to Privacy Reasons
2020-09-09,pizza - Omitted due to Privacy Reasons,-19.01,pizza - Omitted due to Privacy Reasons
2020-09-09,OranjePakket - Omitted due to Privacy Reasons,-1.65,OranjePakket - Omitted due to Privacy Reasons
2020-09-08,CoolBlue - Omitted due to Privacy Reasons,-69.64,CoolBlue - Omitted due to Privacy Reasons
2020-09-08,spaarrekening - Omitted due to Privacy Reasons,105.26,spaarrekening - Omitted due to Privacy Reasons
2020-09-07,Boni - Omitted due to Privacy Reasons,-10.27,Boni - Omitted due to Privacy Reasons
2020-09-07,Boni - Omitted due to Privacy Reasons,-6.33,Boni - Omitted due to Privacy Reasons
2020-09-07,Boni - Omitted due to Privacy Reasons,-5.05,Boni - Omitted due to Privacy Reasons
2020-09-07,creditcard - Omitted due to Privacy Reasons,-26.22,creditcard - Omitted due to Privacy Reasons
2020-09-06,,-16.97,
2020-09-06,A. Geworgjan - Omitted due to Privacy Reasons,-406.6,A. Geworgjan - Omitted due to Privacy Reasons
2020-09-05,Boni - Omitted due to Privacy Reasons,-15.02,Boni - Omitted due to Privacy Reasons
2020-09-04,Boni - Omitted due to Privacy Reasons,-5.13,Boni - Omitted due to Privacy Reasons
2020-09-04,de giro - Omitted due to Privacy Reasons,-1089.84,de giro - Omitted due to Privacy Reasons
2020-09-04,spaarrekening - Omitted due to Privacy Reasons,963.75,spaarrekening - Omitted due to Privacy Reasons
2020-09-04,spaarrekening - Omitted due to Privacy Reasons,414.5,spaarrekening - Omitted due to Privacy Reasons
2020-09-03,thuisbezorgd - Omitted due to Privacy Reasons,-26.99,thuisbezorgd - Omitted due to Privacy Reasons
2020-09-03,betaalverzoek - Omitted due to Privacy Reasons,-16.58,betaalverzoek - Omitted due to Privacy Reasons
2020-09-03,betaalverzoek - Omitted due to Privacy Reasons,21.96,betaalverzoek - Omitted due to Privacy Reasons
2020-09-03,Boni - Omitted due to Privacy Reasons,-3.8,Boni - Omitted due to Privacy Reasons
2020-09-02,McD - Omitted due to Privacy Reasons,-5.8,McD - Omitted due to Privacy Reasons
2020-09-02,Sugo - Omitted due to Privacy Reasons,-45.94,Sugo - Omitted due to Privacy Reasons
2020-09-01,Boni - Omitted due to Privacy Reasons,-5.64,Boni - Omitted due to Privacy Reasons
2020-08-31,lidl - Omitted due to Privacy Reasons,-14.77,lidl - Omitted due to Privacy Reasons
2020-08-31,market - Omitted due to Privacy Reasons,-1.63,market - Omitted due to Privacy Reasons
2020-08-31,Albert Heijn - Omitted due to Privacy Reasons,-7.36,Albert Heijn - Omitted due to Privacy Reasons
2020-08-31,Boni - Omitted due to Privacy Reasons,-4.26,Boni - Omitted due to Privacy Reasons
2020-08-30,betaalverzoek - Omitted due to Privacy Reasons,7.44,betaalverzoek - Omitted due to Privacy Reasons
2020-08-30,betaalverzoek - Omitted due to Privacy Reasons,8.13,betaalverzoek - Omitted due to Privacy Reasons
2020-08-29,,-6.23,
2020-08-29,Boni - Omitted due to Privacy Reasons,-10.37,Boni - Omitted due to Privacy Reasons
2020-08-29,Boni - Omitted due to Privacy Reasons,-5.67,Boni - Omitted due to Privacy Reasons
2020-08-28,AnderZorg NV - Omitted due to Privacy Reasons,-84.72,AnderZorg NV - Omitted due to Privacy Reasons
2020-08-27,Boni - Omitted due to Privacy Reasons,-3.92,Boni - Omitted due to Privacy Reasons
2020-08-27,IKEA - Omitted due to Privacy Reasons,-13.93,IKEA - Omitted due to Privacy Reasons
2020-08-27,spaarrekening - Omitted due to Privacy Reasons,404.04,spaarrekening - Omitted due to Privacy Reasons
2020-08-27,Taphuys - Omitted due to Privacy Reasons,1.85,Taphuys - Omitted due to Privacy Reasons
2020-08-27,Taphuys - Omitted due to Privacy Reasons,-17.59,Taphuys - Omitted due to Privacy Reasons
2020-08-27,NS GROEP - Omitted due to Privacy Reasons,-55.5,NS GROEP - Omitted due to Privacy Reasons
2020-08-26,Boni - Omitted due to Privacy Reasons,-4.14,Boni - Omitted due to Privacy Reasons
2020-08-26,Boni - Omitted due to Privacy Reasons,-5.96,Boni - Omitted due to Privacy Reasons
2020-08-24,Boni - Omitted due to Privacy Reasons,-11.52,Boni - Omitted due to Privacy Reasons
2020-08-24,PRIMARK - Omitted due to Privacy Reasons,-22.37,PRIMARK - Omitted due to Privacy Reasons
2020-08-24,Hema - Omitted due to Privacy Reasons,-13.73,Hema - Omitted due to Privacy Reasons
2020-08-24,Boni - Omitted due to Privacy Reasons,-4.24,Boni - Omitted due to Privacy Reasons
2020-08-24,cafe - Omitted due to Privacy Reasons,-31.63,cafe - Omitted due to Privacy Reasons
2020-08-24,lidl - Omitted due to Privacy Reasons,-28.38,lidl - Omitted due to Privacy Reasons
2020-08-24,Boni - Omitted due to Privacy Reasons,-5.83,Boni - Omitted due to Privacy Reasons
2020-08-23,spaarrekening - Omitted due to Privacy Reasons,103.77,spaarrekening - Omitted due to Privacy Reasons
2020-08-23,Spotify - Omitted due to Privacy Reasons,-3.58,Spotify - Omitted due to Privacy Reasons
2020-08-22,Subcultures - Omitted due to Privacy Reasons,-30.64,Subcultures - Omitted due to Privacy Reasons
2020-08-22,Boni - Omitted due to Privacy Reasons,-5.34,Boni - Omitted due to Privacy Reasons
2020-08-21,spaarrekening - Omitted due to Privacy Reasons,-2263.89,spaarrekening - Omitted due to Privacy Reasons
2020-08-21,pggm - Omitted due to Privacy Reasons,2540.75,pggm - Omitted due to Privacy Reasons
2020-08-20,Boni - Omitted due to Privacy Reasons,-13.53,Boni - Omitted due to Privacy Reasons
2020-08-19,IKEA - Omitted due to Privacy Reasons,-9.59,IKEA - Omitted due to Privacy Reasons
2020-08-19,IKEA - Omitted due to Privacy Reasons,-6.27,IKEA - Omitted due to Privacy Reasons
2020-08-18,de giro - Omitted due to Privacy Reasons,-781.15,de giro - Omitted due to Privacy Reasons
2020-08-18,spaarrekening - Omitted due to Privacy Reasons,807.34,spaarrekening - Omitted due to Privacy Reasons
2020-08-18,Infomedics - Omitted due to Privacy Reasons,-33.75,Infomedics - Omitted due to Privacy Reasons
2020-08-18,spaarrekening - Omitted due to Privacy Reasons,95.44,spaarrekening - Omitted due to Privacy Reasons
2020-08-17,Boni - Omitted due to Privacy Reasons,-9.4,Boni - Omitted due to Privacy Reasons
2020-08-17,Boni - Omitted due to Privacy Reasons,-4.53,Boni - Omitted due to Privacy Reasons
2020-08-17,NZA - Omitted due to Privacy Reasons,-2.15,NZA - Omitted due to Privacy Reasons
2020-08-17,NZA - Omitted due to Privacy Reasons,-2.81,NZA - Omitted due to Privacy Reasons
2020-08-17,Boni - Omitted due to Privacy Reasons,-1.54,Boni - Omitted due to Privacy Reasons
2020-08-15,Uber - Omitted due to Privacy Reasons,-14.34,Uber - Omitted due to Privacy Reasons
2020-08-15,Boni - Omitted due to Privacy Reasons,-5.1,Boni - Omitted due to Privacy Reasons
2020-08-15,Boni - Omitted due to Privacy Reasons,-10.17,Boni - Omitted due to Privacy Reasons
2020-08-14,Uber - Omitted due to Privacy Reasons,-27.8,Uber - Omitted due to Privacy Reasons
2020-08-14,Boni - Omitted due to Privacy Reasons,-5.47,Boni - Omitted due to Privacy Reasons
2020-08-14,Albert Heijn - Omitted due to Privacy Reasons,-15.3,Albert Heijn - Omitted due to Privacy Reasons
2020-08-13,airbnb - Omitted due to Privacy Reasons,51.68,airbnb - Omitted due to Privacy Reasons
2020-08-13,Netflix - Omitted due to Privacy Reasons,-12.83,Netflix - Omitted due to Privacy Reasons
2020-08-12,Boni - Omitted due to Privacy Reasons,-3.95,Boni - Omitted due to Privacy Reasons
2020-08-12,,-47.48,
2020-08-12,Boni - Omitted due to Privacy Reasons,-14.48,Boni - Omitted due to Privacy Reasons
2020-08-12,Netflix - Omitted due to Privacy Reasons,4.28,Netflix - Omitted due to Privacy Reasons
2020-08-12,Netflix - Omitted due to Privacy Reasons,4.93,Netflix - Omitted due to Privacy Reasons
2020-08-12,UNIGARANT - Omitted due to Privacy Reasons,-5.6,UNIGARANT - Omitted due to Privacy Reasons
2020-08-11,spaarrekening - Omitted due to Privacy Reasons,106.22,spaarrekening - Omitted due to Privacy Reasons
2020-08-11,Boni - Omitted due to Privacy Reasons,-6.66,Boni - Omitted due to Privacy Reasons
2020-08-11,Boni - Omitted due to Privacy Reasons,-8.01,Boni - Omitted due to Privacy Reasons
2020-08-10,blokker - Omitted due to Privacy Reasons,-33.98,blokker - Omitted due to Privacy Reasons
2020-08-10,Boni - Omitted due to Privacy Reasons,-18.48,Boni - Omitted due to Privacy Reasons
2020-08-10,Boni - Omitted due to Privacy Reasons,-6.79,Boni - Omitted due to Privacy Reasons
2020-08-09,vis - Omitted due to Privacy Reasons,-12.65,vis - Omitted due to Privacy Reasons
2020-08-09,OranjePakket - Omitted due to Privacy Reasons,-1.76,OranjePakket - Omitted due to Privacy Reasons
2020-08-08,creditcard - Omitted due to Privacy Reasons,-207.69,creditcard - Omitted due to Privacy Reasons
2020-08-08,betaalverzoek - Omitted due to Privacy Reasons,53.83,betaalverzoek - Omitted due to Privacy Reasons
2020-08-08,supermarkt - Omitted due to Privacy Reasons,-7.62,supermarkt - Omitted due to Privacy Reasons
2020-08-08,betaalverzoek - Omitted due to Privacy Reasons,55.31,betaalverzoek - Omitted due to Privacy Reasons
2020-08-08,hotel - Omitted due to Privacy Reasons,-4.48,hotel - Omitted due to Privacy Reasons
2020-08-08,A. Geworgjan - Omitted due to Privacy Reasons,-455.42,A. Geworgjan - Omitted due to Privacy Reasons
2020-08-08,,37.49,
2020-08-07,spaarrekening - Omitted due to Privacy Reasons,544.52,spaarrekening - Omitted due to Privacy Reasons
2020-08-06,supermarkt - Omitted due to Privacy Reasons,-8.75,supermarkt - Omitted due to Privacy Reasons
2020-08-05,spaarrekening - Omitted due to Privacy Reasons,205.92,spaarrekening - Omitted due to Privacy Reasons
2020-08-05,Pizzeria - Omitted due to Privacy Reasons,-37.76,Pizzeria - Omitted due to Privacy Reasons
2020-08-05,Brouwdok - Omitted due to Privacy Reasons,-19.44,Brouwdok - Omitted due to Privacy Reasons
2020-08-05,creditcard - Omitted due to Privacy Reasons,-99.44,creditcard - Omitted due to Privacy Reasons
2020-08-04,vis - Omitted due to Privacy Reasons,-9.47,vis - Omitted due to Privacy Reasons
2020-08-04,jumbo - Omitted due to Privacy Reasons,-9.34,jumbo - Omitted due to Privacy Reasons
2020-08-04,Mode - Omitted due to Privacy Reasons,-13.72,Mode - Omitted due to Privacy Reasons
2020-08-03,spaarrekening - Omitted due to Privacy Reasons,101.84,spaarrekening - Omitted due to Privacy Reasons
2020-08-03,jumbo - Omitted due to Privacy Reasons,-41.13,jumbo - Omitted due to Privacy Reasons
2020-08-03,Amicaal - Omitted due to Privacy Reasons,-34.9,Amicaal - Omitted due to Privacy Reasons
2020-08-02,spaarrekening - Omitted due to Privacy Reasons,0.13,spaarrekening - Omitted due to Privacy Reasons
2020-07-31,spaarrekening - Omitted due to Privacy Reasons,107.83,spaarrekening - Omitted due to Privacy Reasons
2020-07-31,,-98.16,
2020-07-31,AH to go - Omitted due to Privacy Reasons,-3.39,AH to go - Omitted due to Privacy Reasons
2020-07-30,spaarrekening - Omitted due to Privacy Reasons,106.86,spaarrekening - Omitted due to Privacy Reasons
2020-07-29,Mode - Omitted due to Privacy Reasons,-21.2,Mode - Omitted due to Privacy Reasons
2020-07-29,AnderZorg NV - Omitted due to Privacy Reasons,-78.51,AnderZorg NV - Omitted due to Privacy Reasons
2020-07-27,McDonalds - Omitted due to Privacy Reasons,-5.58,McDonalds - Omitted due to Privacy Reasons
2020-07-27,Boni - Omitted due to Privacy Reasons,-2.08,Boni - Omitted due to Privacy Reasons
2020-07-25,Boni - Omitted due to Privacy Reasons,-14.25,Boni - Omitted due to Privacy Reasons
2020-07-24,NS GROEP - Omitted due to Privacy Reasons,-30.55,NS GROEP - Omitted due to Privacy Reasons
2020-07-24,Boni - Omitted due to Privacy Reasons,-4.98,Boni - Omitted due to Privacy Reasons
2020-07-23,spaarrekening - Omitted due to Privacy Reasons,-2187.44,spaarrekening - Omitted due to Privacy Reasons
2020-07-23,pggm - Omitted due to Privacy Reasons,2286.35,pggm - Omitted due to Privacy Reasons
2020-07-23,Spotify - Omitted due to Privacy Reasons,-3.99,Spotify - Omitted due to Privacy Reasons
2020-07-23,Boni - Omitted due to Privacy Reasons,-7.62,Boni - Omitted due to Privacy Reasons
2020-07-23,hollandsnieuwe - Omitted due to Privacy Reasons,-9.69,hollandsnieuwe - Omitted due to Privacy Reasons
2020-07-21,Boni - Omitted due to Privacy Reasons,-8.79,Boni - Omitted due to Privacy Reasons
2020-07-21,Boni - Omitted due to Privacy Reasons,-8.48,Boni - Omitted due to Privacy Reasons
2020-07-20,Soia - Omitted due to Privacy Reasons,-49.35,Soia - Omitted due to Privacy Reasons
2020-07-20,Boni - Omitted due to Privacy Reasons,-9.23,Boni - Omitted due to Privacy Reasons
2020-07-20,Albert Heijn - Omitted due to Privacy Reasons,-7.09,Albert Heijn - Omitted due to Privacy Reasons
2020-07-20,Decathlon - Omitted due to Privacy Reasons,-59.07,Decathlon - Omitted due to Privacy Reasons
2020-07-20,spaarrekening - Omitted due to Privacy Reasons,90.34,spaarrekening - Omitted due to Privacy Reasons
2020-07-20,Albert Heijn - Omitted due to Privacy Reasons,-7.67,Albert Heijn - Omitted due to Privacy Reasons
2020-07-19,Uber - Omitted due to Privacy Reasons,10.43,Uber - Omitted due to Privacy Reasons
2020-07-19,Uber - Omitted due to Privacy Reasons,10.05,Uber - Omitted due to Privacy Reasons
2020-07-18,Sodexo - Omitted due to Privacy Reasons,-4.77,Sodexo - Omitted due to Privacy Reasons
2020-07-17,Uber - Omitted due to Privacy Reasons,-28.07,Uber - Omitted due to Privacy Reasons
2020-07-17,spaarrekening - Omitted due to Privacy Reasons,106.62,spaarrekening - Omitted due to Privacy Reasons
2020-07-17,Primera - Omitted due to Privacy Reasons,-1.97,Primera - Omitted due to Privacy Reasons
2020-07-17,,-50.77,
2020-07-16,,-20.31,
2020-07-14,bol.com - Omitted due to Privacy Reasons,-19.46,bol.com - Omitted due to Privacy Reasons
2020-07-14,Greetz.nl - Omitted due to Privacy Reasons,-7.42,Greetz.nl - Omitted due to Privacy Reasons
2020-07-14,de giro - Omitted due to Privacy Reasons,-946.4,de giro - Omitted due to Privacy Reasons
2020-07-14,spaarrekening - Omitted due to Privacy Reasons,918.77,spaarrekening - Omitted due to Privacy Reasons
2020-07-14,KPN - Omitted due to Privacy Reasons,28.28,KPN - Omitted due to Privacy Reasons
2020-07-14,Boni - Omitted due to Privacy Reasons,-9.53,Boni - Omitted due to Privacy Reasons
2020-07-14,UNIGARANT - Omitted due to Privacy Reasons,-6.3,UNIGARANT - Omitted due to Privacy Reasons
2020-07-14,Netflix - Omitted due to Privacy Reasons,-13.2,Netflix - Omitted due to Privacy Reasons
2020-07-13,,-22.44,
2020-07-13,restaurant - Omitted due to Privacy Reasons,-427.87,restaurant - Omitted due to Privacy Reasons
2020-07-13,Albert Heijn - Omitted due to Privacy Reasons,-4.56,Albert Heijn - Omitted due to Privacy Reasons
2020-07-13,Fashion - Omitted due to Privacy Reasons,-39.45,Fashion - Omitted due to Privacy Reasons
2020-07-13,cafe - Omitted due to Privacy Reasons,-5.71,cafe - Omitted due to Privacy Reasons
2020-07-12,spaarrekening - Omitted due to Privacy Reasons,-439.0,spaarrekening - Omitted due to Privacy Reasons
2020-07-12,betaalverzoek - Omitted due to Privacy Reasons,114.66,betaalverzoek - Omitted due to Privacy Reasons
2020-07-12,restaurant - Omitted due to Privacy Reasons,108.31,restaurant - Omitted due to Privacy Reasons
2020-07-12,betaalverzoek - Omitted due to Privacy Reasons,115.34,betaalverzoek - Omitted due to Privacy Reasons
